disease, disease_url, summary
Intestinal Cancer,https://medlineplus.gov/intestinalcancer.html,Your small intestine is part of your digestive system.  It is a long tube that connects your stomach to your large intestine. Intestinal cancer is rare; but eating a high-fat diet or having Crohn's disease; celiac disease; or a history of  colonic polyps can increase your risk.
Stomach Disorders,https://medlineplus.gov/stomachdisorders.html,Your stomach is an organ between your esophagus and small intestine. It is where digestion of protein begins. The stomach has three tasks. It stores swallowed food. It mixes the food with stomach acids. Then it sends the mixture on to the small intestine.
Weight Loss Surgery,https://medlineplus.gov/weightlosssurgery.html,Weight loss surgery helps people with extreme obesity to lose weight. It may be an option if you cannot lose weight through diet and exercise or have serious health problems caused by obesity.
Gaucher Disease,https://medlineplus.gov/gaucherdisease.html,Gaucher disease is a rare; inherited disorder. It is a type of lipid metabolism disorder. If you have it; you do not have enough of an enzyme called glucocerebrosidase.  This causes too much of a fatty substance to build up in your spleen; liver; lungs; bones and; sometimes; your brain. This prevents these organs from working properly.
Gay, Lesbian, Bisexual, and Transgender Health,https://medlineplus.gov/gaylesbianbisexualandtransgenderhealth.html,Gay; lesbian; bisexual; and transgender individuals have special health concerns besides the usual ones that affect most men and women. On this page you'll find information about these specific health issues.
Anxiety,https://medlineplus.gov/anxiety.html,Fear and anxiety are part of life. You may feel anxious before you take a test or walk down a dark street. This kind of anxiety is useful - it can make you more alert or careful. It usually ends soon after you are out of the situation that caused it. But for millions of people in the United States; the anxiety does not go away; and gets worse over time. They may have chest pains or nightmares. They may even be afraid to leave home.  These people have anxiety disorders.  Types include
Genes and Gene Therapy,https://medlineplus.gov/genesandgenetherapy.html,Genes are the building blocks of inheritance. Passed from parent to child; they contain instructions for making proteins. If genes don't produce the right proteins or don't produce them correctly; a child can have a genetic disorder.
Genetic Brain Disorders,https://medlineplus.gov/geneticbraindisorders.html,A genetic brain disorder is caused by a variation or a mutation in a gene.  A variation is a different form of a gene. A mutation is a change in a gene. Genetic brain disorders affect the development and function of the brain.
Genetic Counseling,https://medlineplus.gov/geneticcounseling.html,Genetic counseling provides information and support to people who have; or may be at risk for; genetic disorders. A genetic counselor meets with you to discuss genetic risks. The counseling may be for yourself or a family member. Or you may get it when you are planning or expecting a baby. You may follow up with  genetic testing.
Genetic Disorders,https://medlineplus.gov/geneticdisorders.html,Genes are the building blocks of heredity. They are passed from parent to child. They hold DNA; the instructions for making proteins. Proteins do most of the work in cells. They move molecules from one place to another; build structures; break down toxins; and do many other maintenance jobs.
Genetic Testing,https://medlineplus.gov/genetictesting.html,Genetic tests are tests on blood and other tissue to find genetic disorders. Over 2000 tests are available. Doctors use genetic tests for several reasons. These include
Genital Herpes,https://medlineplus.gov/genitalherpes.html,Genital herpes is a sexually transmitted disease (STD) caused by a herpes simplex virus (HSV). It can cause sores on your genital or rectal area; buttocks; and thighs.  You can get it from having vaginal; anal; or oral sex with someone who has it. The virus can spread even when sores are not present. Mothers can also infect their babies during childbirth.
Genital Warts,https://medlineplus.gov/genitalwarts.html,Genital warts are a sexually transmitted disease (STD) caused by the human papillomavirus (HPV). The warts are soft; moist; pink; or flesh-colored bumps. You can have one or many of these bumps.  In women; the warts usually occur in or around the vagina; on the cervix or around the anus. In men; genital warts are less common but might occur on the tip of the penis.
Tongue Disorders,https://medlineplus.gov/tonguedisorders.html,Your tongue helps you taste; swallow; and chew. You also use it to speak.  Your tongue is made up of many muscles. The upper surface contains your taste buds.
GERD,https://medlineplus.gov/gerd.html,Your esophagus is the tube that carries food from your mouth to your stomach. Gastroesophageal reflux disease (GERD) happens when a muscle at the end of your esophagus does not close properly. This allows stomach contents to leak back; or reflux; into the esophagus and irritate it.
Biodefense and Bioterrorism,https://medlineplus.gov/biodefenseandbioterrorism.html,A bioterrorism attack is the deliberate release of viruses; bacteria; or other germs to cause illness or death. These germs are often found in nature. But they can sometimes be made more harmful by increasing their ability to cause disease; spread; or resist medical treatment.
Rubella,https://medlineplus.gov/rubella.html,Rubella is an infection caused by a virus. It is usually mild with fever and a rash. About half of the people who get rubella do not have symptoms. If you do get them; symptoms may include
Germs and Hygiene,https://medlineplus.gov/germsandhygiene.html,When you cough or sneeze; you send tiny germ-filled droplets into the air.  Colds and flu usually spread that way. You can help stop the spread of germs by
Assisted Reproductive Technology,https://medlineplus.gov/assistedreproductivetechnology.html,Assisted reproductive technology (ART) is used to treat infertility. It includes fertility treatments that handle both a woman's egg and a man's sperm. It works by removing eggs from a woman's body. The eggs are then mixed with sperm to make embryos. The embryos are then put back in the woman's body. In vitro fertilization (IVF) is the most common and effective type of ART.
Diabetes and Pregnancy,https://medlineplus.gov/diabetesandpregnancy.html,Diabetes is a disease in which your blood glucose; or blood sugar; levels are too high. When you are pregnant; high blood sugar levels are not good for your baby.
High Blood Pressure in Pregnancy,https://medlineplus.gov/highbloodpressureinpregnancy.html,If you are pregnant; high blood pressure can cause problems for you and your unborn baby. You may have had high blood pressure before you got pregnant. Or you may get it once you are pregnant - a condition called gestational hypertension. Either one can cause low birth weight or premature delivery of the baby.
Tumors and Pregnancy,https://medlineplus.gov/tumorsandpregnancy.html,Tumors during pregnancy are rare; but they can happen. Tumors can be either benign or malignant. Benign tumors aren't cancer. Malignant ones are. The most common cancers in pregnancy are breast cancer; cervical cancer; lymphoma; and melanoma.  Cancer itself rarely harms the baby; and some cancer treatments are safe during pregnancy.  You and your health care provider will work together to find the best treatment.  Your options will depend on how far along the pregnancy is; as well as the type; size; and stage of your cancer.
Club Drugs,https://medlineplus.gov/clubdrugs.html,Club drugs are group of psychoactive drugs.  They act on the central nervous system and can cause changes in mood; awareness; and how you act. These drugs are often abused by young adults at all-night dance parties; dance clubs; and bars. They include
Gastrointestinal Bleeding,https://medlineplus.gov/gastrointestinalbleeding.html,Your digestive or gastrointestinal (GI) tract includes the esophagus; stomach; small intestine; large intestine or colon; rectum; and anus. Bleeding can come from any of these areas. The amount of bleeding can be so small that only a lab test can find it.
Giant Cell Arteritis,https://medlineplus.gov/giantcellarteritis.html,Giant cell arteritis is a disorder that causes inflammation of your arteries; usually in the scalp; neck; and arms. It narrows the arteries; which keeps blood from flowing well. Giant cell arteritis often occurs with another disorder called polymyalgia rheumatica. Both are more common in women than in men. They almost always affect people over the age of 50.
Giardia Infections,https://medlineplus.gov/giardiainfections.html,Giardiasis is an illness caused by a parasite called Giardia intestinalis. It lives in soil; food; and water. It may also be on surfaces that have been contaminated with waste. You can become infected if you swallow the parasite. You can also get it if you're exposed to human feces (poop) through sexual contact.
Liver Diseases,https://medlineplus.gov/liverdiseases.html,Your liver is the largest organ inside your body. It helps your body digest food; store energy; and remove poisons.
Infectious Mononucleosis,https://medlineplus.gov/infectiousmononucleosis.html,Infectious mononucleosis; or "mono"; is an infection usually caused by the Epstein-Barr virus. The virus spreads through saliva; which is why it's sometimes called "kissing disease." Mono occurs most often in teens and young adults. However; you can get it at any age.  Symptoms of mono include
Eye Wear,https://medlineplus.gov/eyewear.html,Eye wear protects or corrects your vision. Examples are
Glaucoma,https://medlineplus.gov/glaucoma.html,Glaucoma is a group of diseases that can damage the eye's optic nerve. It is a leading cause of blindness in the United States. It usually happens when the fluid pressure inside the eyes slowly rises; damaging the optic nerve. Often there are no symptoms at first. Without treatment; people with glaucoma will slowly lose their peripheral; or side vision. They seem to be looking through a tunnel. Over time; straight-ahead vision may decrease until no vision remains.
Brain Tumors,https://medlineplus.gov/braintumors.html,A brain tumor is a growth of abnormal cells in the tissues of the brain. Brain tumors can be benign; with no cancer cells; or malignant; with cancer cells that grow quickly.  Some are primary brain tumors; which start in the brain. Others are metastatic; and they start somewhere else in the body and move to the brain.
International Health,https://medlineplus.gov/internationalhealth.html,The spread of a disease doesn't stop at a country's borders.  With more people traveling to other countries and living in crowded cities; it's easier for germs to spread.  Infectious diseases that start in one part of the world can quickly reach another. Resistance to medicines such as antbiotics is on the rise. This makes it harder to treat certain diseases. Natural and man-made disasters create refugee populations with immediate and long-term health problems.
Climate Change,https://medlineplus.gov/climatechange.html,Climate is the average weather in a place over a period of time.  Climate change is major change in temperature; rainfall; snow; or wind patterns lasting for many years.  It can be caused by natural factors or by human activities.  Today climate changes are occurring at an increasingly rapid rate.
Tongue Disorders,https://medlineplus.gov/tonguedisorders.html,Your tongue helps you taste; swallow; and chew. You also use it to speak.  Your tongue is made up of many muscles. The upper surface contains your taste buds.
Steroids,https://medlineplus.gov/steroids.html,You may have heard of anabolic steroids; which can have harmful effects. But there's another type of steroid - sometimes called a corticosteroid - that treats a variety of problems. These steroids are similar to hormones that your adrenal glands make to fight stress associated with illnesses and injuries. They reduce inflammation and affect the immune system.
Blood Sugar,https://medlineplus.gov/bloodsugar.html,Blood sugar; or glucose; is the main sugar found in your blood. It comes from the food you eat; and is your body's main source of energy. Your blood carries glucose to all of your body's cells to use for energy.
G6PD Deficiency,https://medlineplus.gov/g6pddeficiency.html,Glucose-6-phosphate dehydrogenase (G6PD) deficiency is a genetic disorder that is most common in males. About 1 in 10 African American males in the United States has it. G6PD deficiency mainly affects red blood cells; which carry oxygen from the lungs to tissues throughout the body.  The most common medical problem it can cause is hemolytic anemia. That happens when red blood cells are destroyed faster than the body can replace them.
Celiac Disease,https://medlineplus.gov/celiacdisease.html,Celiac disease is an immune disease in which people can't eat gluten because it will damage their small intestine. If you have celiac disease and eat foods with gluten; your immune system responds by damaging the small intestine.  Gluten is a protein found in wheat; rye; and barley. It may also be in other products like vitamins and supplements; hair and skin products; toothpastes; and lip balm.
Gluten Sensitivity,https://medlineplus.gov/glutensensitivity.html, Gluten is a protein found in wheat; rye; and barley. It is found mainly in foods but may also be in other products like medicines; vitamins; and supplements.  People with gluten sensitivity have problems with gluten. It is different from celiac disease; an immune disease in which people can't eat gluten because it will damage their small intestine.
Gluten Sensitivity,https://medlineplus.gov/glutensensitivity.html, Gluten is a protein found in wheat; rye; and barley. It is found mainly in foods but may also be in other products like medicines; vitamins; and supplements.  People with gluten sensitivity have problems with gluten. It is different from celiac disease; an immune disease in which people can't eat gluten because it will damage their small intestine.
Celiac Disease,https://medlineplus.gov/celiacdisease.html,Celiac disease is an immune disease in which people can't eat gluten because it will damage their small intestine. If you have celiac disease and eat foods with gluten; your immune system responds by damaging the small intestine.  Gluten is a protein found in wheat; rye; and barley. It may also be in other products like vitamins and supplements; hair and skin products; toothpastes; and lip balm.
Thyroid Diseases,https://medlineplus.gov/thyroiddiseases.html,Your thyroid is a butterfly-shaped gland in your neck; just above your collarbone.  It is one of your endocrine glands; which make hormones.  Thyroid hormones control the rate of many activities in your body. These include how fast you burn calories and how fast your heart beats. All of these activities are your body's metabolism.
Gonorrhea,https://medlineplus.gov/gonorrhea.html,Gonorrhea is a sexually transmitted disease.  It is most common in young adults. The bacteria that cause gonorrhea can infect the genital tract; mouth; or anus. You can get gonorrhea during vaginal; oral; or anal sex with an infected partner.   A pregnant woman can pass it to her baby during childbirth.
Gout,https://medlineplus.gov/gout.html,Gout is a common; painful form of arthritis. It causes swollen; red; hot and stiff joints.
Granulomatosis with Polyangiitis,https://medlineplus.gov/granulomatosiswithpolyangiitis.html,Granulomatosis with polyangiitis (GPA); previously known as Wegener's granulomatosis; is a rare disease. It is a type of vasculitis; or inflammation of the blood vessels. The inflammation limits the flow of blood to important organs; causing damage. It can affect any organ; but it mainly affects the sinuses; nose; trachea (windpipe); lungs; and kidneys.
Hyperthyroidism,https://medlineplus.gov/hyperthyroidism.html,Your thyroid is a butterfly-shaped gland in your neck; just above your collarbone. It is one of your endocrine glands; which make hormones. Thyroid hormones control the rate of many activities in your body. These include how fast you burn calories and how fast your heart beats. All of these activities are your body's metabolism. If your thyroid is too active; it makes more thyroid hormones than your body needs. This is called hyperthyroidism.
Bereavement,https://medlineplus.gov/bereavement.html,Bereavement is the period of grief and mourning after a death. When you grieve; it's part of the normal process of reacting to a loss. You may experience grief as a mental; physical; social or emotional reaction. Mental reactions can include anger; guilt; anxiety; sadness and despair. Physical reactions can include sleeping problems; changes in appetite; physical problems or illness.
Flu,https://medlineplus.gov/flu.html,Flu is a respiratory infection caused by a number of viruses. The viruses pass through the air and enter your body through your nose or mouth. Between 5% and 20% of people in the U.S. get the flu each year.   The flu can be serious or even deadly for elderly people; newborn babies; and people with certain chronic illnesses.
Growth Disorders,https://medlineplus.gov/growthdisorders.html,Does your child seem much shorter - or much taller - than other kids his or her age? It could be normal. Some children may be small for their age but still be developing normally. Some children are short or tall because their parents are.
Guide to Good Posture,https://medlineplus.gov/guidetogoodposture.html,Good posture is about more than standing up straight so you can look your best. It is an important part of your long-term health. Making sure that you hold your body the right way; whether you are moving or still; can prevent pain; injuries; and other health problems.
Guillain-Barre Syndrome,https://medlineplus.gov/guillainbarresyndrome.html,Guillain-Barre syndrome is a rare disorder that causes your immune system to attack your peripheral nervous system (PNS). The PNS nerves connect your brain and spinal cord with the rest of your body. Damage to these nerves makes it hard for them to transmit signals. As a result; your muscles have trouble responding to your brain. No one knows what causes the syndrome. Sometimes it is triggered by an infection; surgery; or a vaccination.
Oil Spills,https://medlineplus.gov/oilspills.html,Oil spills often happen because of accidents; when people make mistakes or equipment breaks down. Other causes include natural disasters or deliberate acts.  Oil spills have major environmental and economic effects.
Veterans and Military Health,https://medlineplus.gov/veteransandmilitaryhealth.html,Military service members and veterans have made sacrifices to our country; and they face different health issues than civilians. During their service; they are at risk for various injuries. These injuries can happen during combat; while others involve physical stress to the body. Sometimes the injuries are life-threatening or serious enough to cause disability. Others may not be as serious; but can be painful and affect daily life. Specific types of injuries include
Gum Disease,https://medlineplus.gov/gumdisease.html,If you have gum disease; you're not alone. Many U.S. adults currently have some form of the disease. It ranges from simple gum inflammation; called gingivitis; to serious damage to the tissue and bone supporting the teeth.   In the worst cases; you can lose teeth.
Gun Safety,https://medlineplus.gov/gunsafety.html,Many U.S. households have guns; but they can cause harm if not handled properly. Here are some things you can do to keep yourself and your family safe:
Breast Diseases,https://medlineplus.gov/breastdiseases.html,Most women experience breast changes at some time. Your age; hormone levels; and medicines you take may cause lumps; bumps; and discharges (fluids that are not breast milk).
Helicobacter Pylori Infections,https://medlineplus.gov/helicobacterpyloriinfections.html,Helicobacter pylori (H. pylori) is a type of bacteria that causes infection in the stomach. It is found in about two-thirds of the world's population. It may be spread by unclean food and water; but researchers aren't sure. It causes Peptic ulcers and can also cause stomach cancer.
H1N1 Flu (Swine Flu),https://medlineplus.gov/h1n1fluswineflu.html,Swine flu is an infection caused by a virus. It's named for a virus that pigs can get. People do not normally get swine flu; but human infections can and do happen.  In 2009 a strain of swine flu called H1N1 infected many people around the world.
Haemophilus Infections,https://medlineplus.gov/haemophilusinfections.html,Haemophilus is the name of a group of bacteria. There are several types of Haemophilus. They can cause different types of illnesses involving breathing; bones and joints; and the nervous system.
Hair Loss,https://medlineplus.gov/hairloss.html,You lose up to 100 hairs from your scalp every day. That's normal; and in most people; those hairs grow back. But many men -- and some women -- lose hair as they grow older. You can also lose your hair if you have certain diseases; such as thyroid problems; diabetes; or lupus. If you take certain medicines or have chemotherapy for cancer; you may also lose your hair. Other causes are stress; a low protein diet; a family history; or poor nutrition.
Hair Problems,https://medlineplus.gov/hairproblems.html,The average person has 5 million hairs. Hair grows all over your body except on your lips; palms; and the soles of your feet. It takes about a month for healthy hair to grow half an inch. Most hairs grow for up to six years and then fall out. New hairs grow in their place.
Self-harm,https://medlineplus.gov/selfharm.html,Self-harm refers to a person's harming their own body on purpose.  About 1 in 100 people hurts himself or herself in this way. More females hurt themselves than males. A person who self-harms usually does not mean to kill himself or herself. But they are at higher risk of attempting suicide if they do not get help.
Leukemia,https://medlineplus.gov/leukemia.html,Leukemia is cancer of the white blood cells. White blood cells help your body fight infection. Your blood cells form in your bone marrow. In leukemia; the bone marrow produces abnormal white blood cells. These cells crowd out the healthy blood cells; making it hard for blood to do its work.
Bad Breath,https://medlineplus.gov/badbreath.html,There are many reasons why you might have bad breath.  You can get it if you don't brush and floss regularly. Bacteria that build up in your mouth and between your teeth produce the bad odor. Other problems in your mouth; such as gum disease; dry mouth; or cavities; may also cause it. Sinusitis or problems with your nose may be to blame. You can also have bad breath if you eat some foods; like raw onions; garlic; or cabbage. And of course smoking causes its own bad smell. Some diseases and medicines can cause a specific breath odor.
Club Drugs,https://medlineplus.gov/clubdrugs.html,Club drugs are group of psychoactive drugs.  They act on the central nervous system and can cause changes in mood; awareness; and how you act. These drugs are often abused by young adults at all-night dance parties; dance clubs; and bars. They include
Drug Abuse,https://medlineplus.gov/drugabuse.html,Drug abuse is a serious public health problem that affects almost every community and family in some way. Each year drug abuse causes millions of serious illnesses or injuries among Americans.  Abused drugs include
Toe Injuries and Disorders,https://medlineplus.gov/toeinjuriesanddisorders.html,Fourteen of the 26 bones in your feet are in your toes. The toes; particularly your big toe; help you move and keep your balance.  Playing sports; running; stubbing your toe; and dropping something on your foot can damage your toes. Wearing shoes that are too loose or too tight can also cause toe problems. Certain diseases; such as severe arthritis; can cause toe problems and pain. Gout often causes pain in the big toe.
Hand Injuries and Disorders,https://medlineplus.gov/handinjuriesanddisorders.html,No matter how old you are or what you do for a living; you are always using your hands. When there is something wrong with them; you may not be able to do your regular activities.
Viral Infections,https://medlineplus.gov/viralinfections.html,Viruses are very tiny germs. They are made of genetic material inside of a protein coating. Viruses cause familiar infectious diseases such as the common cold; flu and warts. They also cause severe illnesses such as HIV/AIDS; smallpox; and Ebola.
Germs and Hygiene,https://medlineplus.gov/germsandhygiene.html,When you cough or sneeze; you send tiny germ-filled droplets into the air.  Colds and flu usually spread that way. You can help stop the spread of germs by
Mycobacterial Infections,https://medlineplus.gov/mycobacterialinfections.html,Mycobacteria are a type of germ. There are many different kinds. The most common one causes tuberculosis. Another one causes leprosy. Still others cause infections that are called atypical mycobacterial infections.  They aren't "typical" because they don't cause tuberculosis. But they can still harm people; especially people with other problems that affect their immunity; such as AIDS.
Hantavirus Infections,https://medlineplus.gov/hantavirusinfections.html,Hantavirus pulmonary syndrome (HPS) is a rare but deadly viral infection. It is spread by mice and rats. They shed the virus in their urine; droppings; and saliva. Tiny droplets with the virus can enter the air. People can get the disease if they breathe infected air or come into contact with rodents or their urine or droppings. You cannot catch it from people.
Atherosclerosis,https://medlineplus.gov/atherosclerosis.html,Atherosclerosis is a disease in which plaque builds up inside your arteries. Plaque is a sticky substance made up of fat; cholesterol; calcium; and other substances found in the blood. Over time; plaque hardens and narrows your arteries. That limits the flow of oxygen-rich blood to your body.
Hypothyroidism,https://medlineplus.gov/hypothyroidism.html,Your thyroid is a butterfly-shaped gland in your neck; just above your collarbone. It is one of your endocrine glands; which make hormones. Thyroid hormones control the rate of many activities in your body. These include how fast you burn calories and how fast your heart beats. All of these activities are your body's metabolism.  If your thyroid gland is not active enough; it does not make enough thyroid hormone to meet your body's needs. This condition is hypothyroidism.
Hay Fever,https://medlineplus.gov/hayfever.html,Each spring; summer; and fall; trees; weeds; and grasses release tiny pollen grains into the air. Some of the pollen ends up in your nose and throat. This can trigger a type of allergy called hay fever.
Hazardous Waste,https://medlineplus.gov/hazardouswaste.html,Even if you use them properly; many chemicals can still harm human health and the environment. When you throw these substances away; they become hazardous waste.  Some hazardous wastes come from products in our homes. Our garbage can include such hazardous wastes as old batteries; bug spray cans and paint thinner. U.S. residents generate 1.6 million tons of household hazardous waste per year. Hazardous waste is also a by-product of manufacturing.
Cholesterol,https://medlineplus.gov/cholesterol.html,Cholesterol is a waxy; fat-like substance that occurs naturally in all parts of the body. Your body needs some cholesterol to work properly. But if you have too much in your blood; it can combine with other substances in the blood and stick to the walls of your arteries. This is called plaque. Plaque can narrow your arteries or even block them.
Head and Neck Cancer,https://medlineplus.gov/headandneckcancer.html,Head and neck cancer includes cancers of the mouth; nose; sinuses; salivary glands; throat; and lymph nodes in the neck. Most begin in the moist tissues that line the mouth; nose; and throat. Symptoms include
Head Injuries,https://medlineplus.gov/headinjuries.html,Chances are you've bumped your head before.  Often; the injury is minor because your skull is hard and it protects your brain.  But other head injuries can be more severe; such as a skull fracture; concussion; or traumatic brain injury.
Head Lice,https://medlineplus.gov/headlice.html,Head lice are parasitic wingless insects. They live on people's heads and feed on their blood. An adult louse is about the size of a sesame seed. The eggs; called nits; are even smaller - about the size of a knot in thread. Lice and nits are found on or near the scalp; most often at the neckline and behind the ears.
Headache,https://medlineplus.gov/headache.html,Almost everyone has had a headache. Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.
Health Checkup,https://medlineplus.gov/healthcheckup.html,Regular health exams and tests can help find problems before they start. They also can help find problems early; when your chances for treatment and cure are better. Which exams and screenings you need depends on your age; health and family history; and lifestyle choices such as what you eat; how active you are; and whether you smoke.
Health Disparities,https://medlineplus.gov/healthdisparities.html,Health disparities refer to differences in the health status of different groups of people. Some groups of people have higher rates of certain diseases; and more deaths and suffering from them; compared to others. These groups may be based on
Health Disparities,https://medlineplus.gov/healthdisparities.html,Health disparities refer to differences in the health status of different groups of people. Some groups of people have higher rates of certain diseases; and more deaths and suffering from them; compared to others. These groups may be based on
Health Facilities,https://medlineplus.gov/healthfacilities.html,Health facilities are places that provide health care. They include hospitals; clinics; outpatient care centers; and specialized care centers; such as birthing centers and psychiatric care centers.
Health Fraud,https://medlineplus.gov/healthfraud.html,Health fraud involves selling drugs; devices; foods; or cosmetics that have not been proven effective. Keep in mind - if it sounds too good to be true; it's probably a scam. At best; these scams don't work. At worst; they're dangerous. They also waste money; and they might keep you from getting the treatment you really need.
Health Insurance,https://medlineplus.gov/healthinsurance.html,Health insurance helps protect you from high medical care costs. It is a contract between you and your insurance company. You buy a plan or policy; and the company agrees to pay part of your expenses when you need medical care.
Health Literacy,https://medlineplus.gov/healthliteracy.html,Health literacy refers to how well a person can get the health information and services that they need; and how well they understand them. It is also about using them to make good health decisions.  It involves differences that people have in areas such as
Managed Care,https://medlineplus.gov/managedcare.html,Managed care plans are a type of health insurance. They have contracts with health care providers and medical facilities to provide care for members at reduced costs. These providers make up the plan's network. How much of your care the plan will pay for depends on the network's rules.
Health Occupations,https://medlineplus.gov/healthoccupations.html,Every day; around the clock; people who work in the health care industry provide care for millions of people; from newborns to the very ill. In fact; the health care industry is one of largest providers of jobs in the United States. Many health jobs are in hospitals. Others are in nursing homes; doctors' offices; dentists' offices; outpatient clinics and laboratories.
Health Problems in Pregnancy,https://medlineplus.gov/healthproblemsinpregnancy.html,Every pregnancy has some risk of problems. You may have problems because of a health condition you had before you got pregnant. You could also develop a condition during pregnancy. Other causes of problems during pregnancy can include being pregnant with more than one baby; a health problem in a previous pregnancy; substance abuse during pregnancy; or being over age 35. Any of these can affect your health; the health of your baby; or both.
Health Risks of an Inactive Lifestyle,https://medlineplus.gov/healthrisksofaninactivelifestyle.html,Being a couch potato. Not exercising. A sedentary or inactive lifestyle. You have probably heard of all of these phrases; and they mean the same thing: a lifestyle with a lot of sitting and lying down; with very little to no exercise.
Health Screening,https://medlineplus.gov/healthscreening.html,Screenings are tests that look for diseases before you have symptoms. Screening tests can find diseases early; when they're easier to treat. You can get some screenings in your doctor's office. Others need special equipment; so you may need to go to a different office or clinic.
Health Statistics,https://medlineplus.gov/healthstatistics.html,You see them all the time in the news - the number of people who were in the hospital last year; the percentage of kids who are overweight; the rate at which people are catching the flu; the average cost of a medical procedure. These are all types of health statistics.
Healthy Aging,https://medlineplus.gov/healthyaging.html,People in the U.S. are living longer than ever before. Many seniors live active and healthy lives. But there's no getting around one thing: as we age; our bodies and minds change. There are things you can do to stay healthy and active as you age:
Nutrition,https://medlineplus.gov/nutrition.html,Food provides the energy and nutrients you need to be healthy. Nutrients include proteins; carbohydrates; fats; vitamins; minerals; and water.
Healthy Living,https://medlineplus.gov/healthyliving.html,Many factors affect your health. Some you cannot control; such as your genetic makeup or your age. But you can make changes to your lifestyle. By taking steps toward healthy living; you can help reduce your risk of heart disease; cancer; stroke and other serious diseases:
Healthy Sleep,https://medlineplus.gov/healthysleep.html,While you are sleeping; you are unconscious; but your brain and body functions are still active. Sleep is a complex biological process that helps you process new information; stay healthy; and feel rested.
Hearing Aids,https://medlineplus.gov/hearingaids.html,A hearing aid is a small electronic device that you wear in or behind your ear.  It makes some sounds louder.   A hearing aid can help people hear more in both quiet and noisy situations.
Hearing Disorders and Deafness,https://medlineplus.gov/hearingdisordersanddeafness.html,It's frustrating to be unable to hear well enough to enjoy talking with friends or family. Hearing disorders make it hard; but not impossible; to hear. They can often be helped. Deafness can keep you from hearing sound at all.
Hearing Problems in Children,https://medlineplus.gov/hearingproblemsinchildren.html,Most children hear and listen from the moment they are born. They learn to talk by imitating the sounds around them and the voices of their parents and caregivers. But about 2 or 3 out of every 1;000 children in the United States are born deaf or hard-of-hearing. More lose their hearing later during childhood.
Heart Attack,https://medlineplus.gov/heartattack.html,Each year almost 800;000 Americans have a heart attack. A heart attack happens when blood flow to the heart suddenly becomes blocked. Without the blood coming in; the heart can't get oxygen. If not treated quickly; the heart muscle begins to die. But if you do get quick treatment; you may be able prevent or limit damage to the heart muscle. That's why it's important to know the symptoms of a heart attack and call 9-1-1 if you or someone else is having them. You should call; even if you are not sure that it is a heart attack.
Congenital Heart Defects,https://medlineplus.gov/congenitalheartdefects.html,A congenital heart defect is a problem with the structure of the heart. It is present at birth. Congenital heart defects are the most common type of birth defect. The defects can involve the walls of the heart; the valves of the heart; and the arteries and veins near the heart. They can disrupt the normal flow of blood through the heart. The blood flow can slow down; go in the wrong direction or to the wrong place; or be blocked completely.
Heart Disease in Women,https://medlineplus.gov/heartdiseaseinwomen.html,In the United States; 1 in 4 women dies from heart disease. The most common cause of heart disease in both men and women is narrowing or blockage of the coronary arteries; the blood vessels that supply blood to the heart itself. This is called coronary artery disease; and it happens slowly over time. It's the major reason people have heart attacks.
How to Prevent Heart Disease,https://medlineplus.gov/howtopreventheartdisease.html,Heart disease is the leading cause of the death in the United States. It is also a major cause of disability. There are many things that can raise your risk for heart disease. They are called risk factors. Some of them you cannot control; but there are many that you can control. Learning about them can lower your risk of heart disease.
Heart Diseases,https://medlineplus.gov/heartdiseases.html,If you're like most people; you think that heart disease is a problem for others. But heart disease is the number one killer in the U.S. It is also a major cause of disability. There are many different forms of heart disease. The most common cause of heart disease is narrowing or blockage of the coronary arteries; the blood vessels that supply blood to the heart itself. This is called coronary artery disease and happens slowly over time. It's the major reason people have heart attacks.
Congenital Heart Defects,https://medlineplus.gov/congenitalheartdefects.html,A congenital heart defect is a problem with the structure of the heart. It is present at birth. Congenital heart defects are the most common type of birth defect. The defects can involve the walls of the heart; the valves of the heart; and the arteries and veins near the heart. They can disrupt the normal flow of blood through the heart. The blood flow can slow down; go in the wrong direction or to the wrong place; or be blocked completely.
Cardiac Rehabilitation,https://medlineplus.gov/cardiacrehabilitation.html,Cardiac rehabilitation (rehab) is a medically supervised program to help people who have
Heart Failure,https://medlineplus.gov/heartfailure.html,Heart failure is a condition in which the heart can't pump enough blood to meet the body's needs. Heart failure does not mean that your heart has stopped or is about to stop working. It means that your heart is not able to pump blood the way it should. It can affect one or both sides of the heart.
Heart Health Tests,https://medlineplus.gov/hearthealthtests.html,Heart diseases are the number one killer in the U.S. They are also a major cause of disability. If you do have a heart disease; it is important to find it early; when it is easier to treat. Blood tests and heart health tests can help find heart diseases or identify problems that can lead to heart diseases. There are several different types of heart health tests. Your doctor will decide which test or tests you need; based on your symptoms (if any); risk factors; and medical history.
Congenital Heart Defects,https://medlineplus.gov/congenitalheartdefects.html,A congenital heart defect is a problem with the structure of the heart. It is present at birth. Congenital heart defects are the most common type of birth defect. The defects can involve the walls of the heart; the valves of the heart; and the arteries and veins near the heart. They can disrupt the normal flow of blood through the heart. The blood flow can slow down; go in the wrong direction or to the wrong place; or be blocked completely.
